[2020/10/14 20:10:04][INFO][registerUserRequest]  Received request to register user.
[2020/10/14 20:10:04][INFO][verifyModel]  Verifying model format...
[2020/10/14 20:10:04][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2020/10/14 20:10:04][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2020/10/14 20:10:04][INFO][verifyModel]  Model has been validated.
[2020/10/14 20:10:04][INFO][registerUserRequest]  test7@gmail.com
[2020/10/14 20:10:04][INFO][registerUserRequest]  Testing123!
[2020/10/14 20:10:04][INFO][process]  Processing request # null at 4 seconds.
[2020/10/14 20:10:04][INFO][process]  Building client...
[2020/10/14 20:10:04][INFO][process]  Building URI...
[2020/10/14 20:10:04][INFO][process]  Setting path to endpoint...
[2020/10/14 20:10:04][INFO][process]  Building WebTarget...
[2020/10/14 20:10:04][INFO][process]  Starting invocation builder...
[2020/10/14 20:10:04][INFO][process]  Sending request...
[2020/10/14 20:10:04][INFO][process]  Setting payload of the request...
[2020/10/14 20:10:04][INFO][report]  Testing transactionID 519819edca60afdc500545dda17e01cbe298f24e5284827cfc303ddd0d277ba037b11443c857b5f96d99493055b2f875dce8d1437c0849f339b96bc3e29a7f71
[2020/10/14 20:10:04][INFO][report]  Attempting to retrieve from responses
[2020/10/14 20:10:05][INFO][process]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: INSERT INTO responses(transactionid, email, sessionid, response, httpstatus) VALUES ('519819edca60afdc500545dda17e01cbe298f24e5284827cfc303ddd0d277ba037b11443c857b5f96d99493055b2f875dce8d1437c0849f339b96bc3e29a7f71',null,null,'{"resultCode":110,"message":"User registered successfully."}',200);
[2020/10/14 20:10:05][INFO][process]  Success!
[2020/10/14 20:10:05][INFO][process]  Released connection.
[2020/10/14 20:10:05][INFO][report]  Testing transactionID 519819edca60afdc500545dda17e01cbe298f24e5284827cfc303ddd0d277ba037b11443c857b5f96d99493055b2f875dce8d1437c0849f339b96bc3e29a7f71
[2020/10/14 20:10:05][INFO][report]  Attempting to retrieve from responses
[2020/10/14 20:10:05][INFO][report]  Attempting to delete response from table
[2020/10/14 20:10:05][INFO][report]  Deletion completed
